Entity,Code,Year,"Homicide rate per 100,000 population",World region according to OWID
Chile,CHL,2017,4.1974545,South America
Chile,CHL,2018,4.3666525,South America
Chile,CHL,2019,4.8130655,South America
Chile,CHL,2020,5.756139,South America
Chile,CHL,2021,4.6565814,South America
Chile,CHL,2022,6.8020124,South America
Chile,CHL,2023,6.348291,South America
China,CHN,1995,2.242049,Asia
China,CHN,1996,2.0643492,Asia
China,CHN,1997,2.100489,Asia
China,CHN,2002,2.0418584,Asia
China,CHN,2003,1.8843317,Asia
China,CHN,2004,1.8977801,Asia
China,CHN,2005,1.5854633,Asia
China,CHN,2006,1.3636012,Asia
China,CHN,2007,1.2157818,Asia
China,CHN,2008,1.1104188,Asia
China,CHN,2009,1.0924954,Asia
China,CHN,2010,0.9921857,Asia
China,CHN,2011,0.8832931,Asia
China,CHN,2012,0.8240838,Asia
China,CHN,2013,0.77156913,Asia
China,CHN,2014,0.72646606,Asia
China,CHN,2015,0.6589624,Asia
China,CHN,2016,0.6149342,Asia
China,CHN,2017,0.5657219,Asia
China,CHN,2018,0.53029966,Asia
China,CHN,2019,0.5183628,Asia
China,CHN,2020,0.5018561,Asia
Colombia,COL,1990,74.99984,South America
Colombia,COL,1991,85.877335,South America
Colombia,COL,1992,83.482,South America
Colombia,COL,1993,82.57777,South America
Colombia,COL,1994,77.08795,South America
Colombia,COL,1995,62.34104,South America
Colombia,COL,1996,64.037964,South America
Colombia,COL,1997,62.498066,South America
Colombia,COL,1998,61.094673,South America
Colombia,COL,1999,63.333992,South America
Colombia,COL,2000,67.89216,South America
Colombia,COL,2001,70.10959,South America
Colombia,COL,2002,70.396095,South America
Colombia,COL,2003,57.46086,South America
Colombia,COL,2004,48.648186,South America
Colombia,COL,2005,42.989414,South America
Colombia,COL,2006,40.942974,South America
Colombia,COL,2007,39.777615,South America
Colombia,COL,2008,36.884003,South America
Colombia,COL,2009,35.72724,South America
Colombia,COL,2010,34.524174,South America
Colombia,COL,2011,35.63221,South America
Colombia,COL,2012,35.9613,South America
Colombia,COL,2013,33.41597,South America
Colombia,COL,2014,28.654305,South America
Colombia,COL,2015,27.215279,South America
Colombia,COL,2016,26.143867,South America
Colombia,COL,2017,25.551058,South America
Colombia,COL,2018,23.820759,South America
Colombia,COL,2019,23.399061,South America
Colombia,COL,2020,22.642704,South America
Colombia,COL,2021,25.580128,South America
Colombia,COL,2022,24.948807,South America
Colombia,COL,2023,24.913443,South America
Cook Islands,COK,2012,3.556396,Oceania
Costa Rica,CRI,1990,4.4526935,North America
Costa Rica,CRI,1991,4.1221967,North America
Costa Rica,CRI,1992,4.8717246,North America
Costa Rica,CRI,1993,4.751393,North America
Costa Rica,CRI,1994,5.273648,North America
Costa Rica,CRI,1995,5.204833,North America
Costa Rica,CRI,1996,5.2224183,North America
Costa Rica,CRI,1997,5.6730523,North America
Costa Rica,CRI,1998,5.921479,North America
Costa Rica,CRI,1999,6.3436975,North America
Costa Rica,CRI,2000,6.323426,North America
Costa Rica,CRI,2001,6.4106607,North America
Costa Rica,CRI,2002,6.330193,North America
Costa Rica,CRI,2003,7.248505,North America
Costa Rica,CRI,2004,6.6665435,North America
Costa Rica,CRI,2005,7.8615613,North America
Costa Rica,CRI,2006,8.122481,North America
Costa Rica,CRI,2007,8.424182,North America
Costa Rica,CRI,2008,11.531387,North America
Costa Rica,CRI,2009,11.667209,North America
Costa Rica,CRI,2010,11.567261,North America
Costa Rica,CRI,2011,10.282368,North America
Costa Rica,CRI,2012,8.72654,North America
Costa Rica,CRI,2013,8.714741,North America
Costa Rica,CRI,2014,10.006043,North America
Costa Rica,CRI,2015,11.560721,North America
Costa Rica,CRI,2016,11.875905,North America
Costa Rica,CRI,2017,12.273118,North America
Costa Rica,CRI,2018,11.799545,North America
Costa Rica,CRI,2019,11.261005,North America
Costa Rica,CRI,2020,11.322284,North America
Costa Rica,CRI,2021,11.620582,North America
Costa Rica,CRI,2022,12.908902,North America
Costa Rica,CRI,2023,17.74548,North America
Croatia,HRV,1990,2.8334672,Europe
Croatia,HRV,1991,9.0567,Europe
Croatia,HRV,1992,8.092455,Europe
Croatia,HRV,1993,4.6091304,Europe
Croatia,HRV,1994,3.0584872,Europe
Croatia,HRV,1995,3.5935714,Europe
Croatia,HRV,1996,2.6740904,Europe
Croatia,HRV,1997,2.6195323,Europe
Croatia,HRV,1998,2.36185,Europe
Croatia,HRV,1999,2.5308824,Europe
Croatia,HRV,2000,2.3346639,Europe
Croatia,HRV,2001,1.8832504,Europe
Croatia,HRV,2002,1.6953949,Europe
Croatia,HRV,2003,1.60216,Europe
Croatia,HRV,2004,1.9257293,Europe
Croatia,HRV,2005,1.5762831,Europe
Croatia,HRV,2006,1.71463,Europe
Croatia,HRV,2007,1.4365305,Europe
Croatia,HRV,2008,1.6455638,Europe
Croatia,HRV,2009,1.136751,Europe
Croatia,HRV,2010,1.4414765,Europe
Croatia,HRV,2011,1.1446395,Europe
Croatia,HRV,2012,1.1973977,Europe
Croatia,HRV,2013,1.0842925,Europe
Croatia,HRV,2014,0.8531859,Europe
Croatia,HRV,2015,0.8843786,Europe
Croatia,HRV,2016,1.0637157,Europe
Croatia,HRV,2017,1.1276721,Europe
Croatia,HRV,2018,0.59629285,Europe
Croatia,HRV,2019,0.82782817,Europe
Croatia,HRV,2020,1.0116445,Europe
Croatia,HRV,2021,0.8408479,Europe
Croatia,HRV,2022,0.7934422,Europe
Croatia,HRV,2023,0.66734713,Europe
Cuba,CUB,1992,6.2396846,North America
Cuba,CUB,1993,7.3978205,North America
Cuba,CUB,1994,8.2766695,North America
Cuba,CUB,1995,7.7983685,North America
Cuba,CUB,1996,6.6776075,North America
Cuba,CUB,1997,6.792185,North America
Cuba,CUB,1998,7.4129705,North America
Cuba,CUB,1999,5.500247,North America
Cuba,CUB,2000,5.283952,North America
Cuba,CUB,2001,5.428866,North America
Cuba,CUB,2002,5.913709,North America
Cuba,CUB,2003,5.7273445,North America
Cuba,CUB,2004,5.872536,North America
Cuba,CUB,2005,6.0732226,North America
Cuba,CUB,2006,5.1070395,North America
Cuba,CUB,2007,5.0322165,North America
Cuba,CUB,2008,4.5608473,North America
Cuba,CUB,2009,5.0023375,North America
Cuba,CUB,2010,4.4700513,North America
Cuba,CUB,2011,4.7250066,North America
Cuba,CUB,2012,5.4940314,North America
Cuba,CUB,2013,5.965569,North America
Cuba,CUB,2014,5.3164268,North America
Cuba,CUB,2015,5.4899907,North America
Cuba,CUB,2016,5.0773983,North America
Cuba,CUB,2017,4.587552,North America
Cuba,CUB,2018,4.3733397,North America
Cuba,CUB,2019,4.4631515,North America
Curacao,CUW,2001,6.9084153,North America
Curacao,CUW,2002,26.730453,North America
Curacao,CUW,2003,29.071438,North America
Curacao,CUW,2004,27.370466,North America
Curacao,CUW,2005,17.182926,North America
Curacao,CUW,2006,11.802892,North America
Curacao,CUW,2007,16.919813,North America
Cyprus,CYP,1990,0.6342357,Europe
Cyprus,CYP,1991,0.12516522,Europe
Cyprus,CYP,1992,0.24680983,Europe
Cyprus,CYP,1993,0.6053016,Europe
Cyprus,CYP,1994,0.828729,Europe
Cyprus,CYP,1995,1.0432425,Europe
Cyprus,CYP,1996,1.1359886,Europe
Cyprus,CYP,1997,0.668473,Europe
Cyprus,CYP,1998,0.7654054,Europe
Cyprus,CYP,1999,1.0738446,Europe
Cyprus,CYP,2000,0.84417886,Europe
Cyprus,CYP,2001,0.7260454,Europe
Cyprus,CYP,2002,0.2037822,Europe
Cyprus,CYP,2004,1.5719014,Europe
Cyprus,CYP,2005,1.9302197,Europe
Cyprus,CYP,2006,1.4225857,Europe
Cyprus,CYP,2007,1.21188,Europe
Cyprus,CYP,2008,0.82491124,Europe
Cyprus,CYP,2009,1.7126822,Europe
Cyprus,CYP,2010,0.70933527,Europe
Cyprus,CYP,2011,0.78500295,Europe
Cyprus,CYP,2012,1.8877687,Europe
Cyprus,CYP,2013,1.0136034,Europe
Cyprus,CYP,2014,0.91529334,Europe
Cyprus,CYP,2015,1.2300107,Europe
Cyprus,CYP,2016,1.0508341,Europe
Cyprus,CYP,2017,0.5580911,Europe
Cyprus,CYP,2018,1.180417,Europe
Cyprus,CYP,2019,1.1657988,Europe
Cyprus,CYP,2020,1.1518548,Europe
Cyprus,CYP,2021,1.2145978,Europe
Cyprus,CYP,2022,0.6008848,Europe
Cyprus,CYP,2023,0.81785876,Europe
Cyprus,CYP,2024,0.9570879,Europe
Czechia,CZE,1994,2.0053613,Europe
Czechia,CZE,1995,1.7067424,Europe
Czechia,CZE,1996,1.6802433,Europe
Czechia,CZE,1997,1.8190571,Europe
Czechia,CZE,1998,1.69501,Europe
Czechia,CZE,1999,1.6778232,Europe
Czechia,CZE,2000,1.8658167,Europe
Czechia,CZE,2001,1.3193984,Europe
Czechia,CZE,2002,1.3574924,Europe
Czechia,CZE,2003,1.5904127,Europe
Czechia,CZE,2004,1.3058584,Europe
Czechia,CZE,2005,1.0505681,Europe
Czechia,CZE,2006,1.2615739,Europe
Czechia,CZE,2007,1.2188582,Europe
Czechia,CZE,2008,1.0984466,Europe
Czechia,CZE,2009,0.9020261,Europe
Czechia,CZE,2010,0.98432386,Europe
Czechia,CZE,2011,0.8193979,Europe
Czechia,CZE,2012,0.9993019,Europe
Czechia,CZE,2013,0.8562326,Europe
Czechia,CZE,2014,0.7701651,Europe
Czechia,CZE,2015,0.8361509,Europe
Czechia,CZE,2016,0.6171698,Europe
Czechia,CZE,2017,0.62610626,Europe
Czechia,CZE,2019,0.86216086,Europe
Czechia,CZE,2020,0.72984886,Europe
Czechia,CZE,2021,0.44631484,Europe
Czechia,CZE,2022,0.81512475,Europe
Czechia,CZE,2023,0.76782775,Europe
Denmark,DNK,1990,0.79750633,Europe
Denmark,DNK,1991,1.3192754,Europe
Denmark,DNK,1992,1.1989093,Europe
Denmark,DNK,1993,1.3683748,Europe
Denmark,DNK,1994,1.440593,Europe
Denmark,DNK,1995,1.1273828,Europe
Denmark,DNK,1996,1.2920221,Europe
Denmark,DNK,1997,1.6650789,Europe
Denmark,DNK,1998,0.92378545,Europe
Denmark,DNK,1999,0.9771113,Europe
Denmark,DNK,2000,1.0862118,Europe
Denmark,DNK,2001,0.9703614,Europe
Denmark,DNK,2002,0.8928639,Europe
Denmark,DNK,2010,0.7570483,Europe
Denmark,DNK,2011,0.8257269,Europe
Denmark,DNK,2012,0.840499,Europe
Denmark,DNK,2013,0.8548024,Europe
Denmark,DNK,2014,1.3111748,Europe
Denmark,DNK,2015,1.0908386,Europe
Denmark,DNK,2016,0.97761935,Europe
Denmark,DNK,2017,1.2315339,Europe
Denmark,DNK,2018,1.0010659,Europe
Denmark,DNK,2019,0.85990167,Europe
Denmark,DNK,2020,0.8231116,Europe
Denmark,DNK,2021,0.6317468,Europe
Denmark,DNK,2022,0.9825673,Europe
Denmark,DNK,2023,0.8405994,Europe
Dominica,DMA,1998,13.019986,North America
Dominica,DMA,1999,10.164151,North America
Dominica,DMA,2000,2.9192393,North America
Dominica,DMA,2001,1.4643861,North America
Dominica,DMA,2002,13.164246,North America
Dominica,DMA,2003,11.67355,North America
Dominica,DMA,2004,11.653483,North America
Dominica,DMA,2005,11.638988,North America
Dominica,DMA,2006,7.266755,North America
Dominica,DMA,2007,10.167399,North America
Dominica,DMA,2008,10.166439,North America
Dominica,DMA,2009,18.877789,North America
Dominica,DMA,2010,21.783804,North America
Dominica,DMA,2011,8.688915,North America
Dominica,DMA,2014,12.788996,North America
Dominica,DMA,2015,12.782275,North America
Dominica,DMA,2016,22.986359,North America
Dominica,DMA,2017,27.738644,North America
Dominica,DMA,2018,19.068714,North America
Dominica,DMA,2019,19.151302,North America
Dominica,DMA,2020,22.198215,North America
Dominica,DMA,2021,14.880509,North America
Dominica,DMA,2022,28.431835,North America
Dominican Republic,DOM,1991,12.438606,North America
Dominican Republic,DOM,1992,10.835889,North America
Dominican Republic,DOM,1993,12.245589,North America
Dominican Republic,DOM,1994,12.981654,North America
Dominican Republic,DOM,1995,12.76604,North America
Dominican Republic,DOM,1996,12.847177,North America
Dominican Republic,DOM,1997,12.698679,North America
Dominican Republic,DOM,1998,13.489184,North America
Dominican Republic,DOM,1999,12.621048,North America
Dominican Republic,DOM,2000,14.09568,North America
Dominican Republic,DOM,2001,12.5569315,North America
Dominican Republic,DOM,2002,14.448329,North America
Dominican Republic,DOM,2003,21.178938,North America
Dominican Republic,DOM,2004,24.591175,North America
Dominican Republic,DOM,2005,25.951124,North America
Dominican Republic,DOM,2006,22.952126,North America
Dominican Republic,DOM,2007,22.325258,North America
Dominican Republic,DOM,2008,25.007496,North America
Dominican Republic,DOM,2009,24.496494,North America
Dominican Republic,DOM,2010,25.193033,North America
Dominican Republic,DOM,2011,25.2674,North America
Dominican Republic,DOM,2012,22.521425,North America
Dominican Republic,DOM,2013,19.403889,North America
Dominican Republic,DOM,2014,17.546364,North America
Dominican Republic,DOM,2016,15.31546,North America
Dominican Republic,DOM,2017,11.399812,North America
Dominican Republic,DOM,2018,9.905349,North America
Dominican Republic,DOM,2019,9.417991,North America
Dominican Republic,DOM,2020,8.729776,North America
Dominican Republic,DOM,2021,10.536275,North America
Dominican Republic,DOM,2022,12.367847,North America
Dominican Republic,DOM,2023,10.9166975,North America
East Timor,TLS,2004,2.4755833,Asia
East Timor,TLS,2005,4.850732,Asia
East Timor,TLS,2006,5.0174227,Asia
East Timor,TLS,2007,6.1698356,Asia
East Timor,TLS,2008,3.390062,Asia
East Timor,TLS,2009,3.0223408,Asia
East Timor,TLS,2010,3.5955322,Asia
East Timor,TLS,2015,4.065946,Asia
Eastern Asia (UN),,2000,2.0703428,
Eastern Asia (UN),,2001,2.0183036,
Eastern Asia (UN),,2002,1.9495516,
Eastern Asia (UN),,2003,1.8166053,
Eastern Asia (UN),,2004,1.8279161,
Eastern Asia (UN),,2005,1.558566,
Eastern Asia (UN),,2006,1.3622277,
Eastern Asia (UN),,2007,1.2274138,
Eastern Asia (UN),,2008,1.1353023,
Eastern Asia (UN),,2009,1.1142973,
Eastern Asia (UN),,2010,1.0181671,
Eastern Asia (UN),,2011,0.9159785,
Eastern Asia (UN),,2012,0.85924834,
Eastern Asia (UN),,2013,0.7949559,
Eastern Asia (UN),,2014,0.7575416,
Eastern Asia (UN),,2015,0.6915574,
Eastern Asia (UN),,2016,0.64619154,
Eastern Asia (UN),,2017,0.5949829,
Eastern Asia (UN),,2018,0.5627971,
Eastern Asia (UN),,2019,0.5497189,
Eastern Asia (UN),,2020,0.53237176,
Eastern Asia (UN),,2021,0.4932933,
Eastern Asia (UN),,2022,0.41538167,
Eastern Asia (UN),,2023,0.4245377,
Eastern Europe (UN),,2000,16.158865,
Eastern Europe (UN),,2001,16.965906,
Eastern Europe (UN),,2002,17.213556,
Eastern Europe (UN),,2003,16.315113,
Eastern Europe (UN),,2004,15.213125,
Eastern Europe (UN),,2005,13.818232,
Eastern Europe (UN),,2006,11.487479,
Eastern Europe (UN),,2007,10.182473,
Eastern Europe (UN),,2008,7.6438303,
Eastern Europe (UN),,2009,7.354331,
Eastern Europe (UN),,2010,6.932288,
Eastern Europe (UN),,2011,6.780009,
Eastern Europe (UN),,2012,6.853584,
Eastern Europe (UN),,2013,6.827814,
Eastern Europe (UN),,2014,7.0804896,
Eastern Europe (UN),,2015,7.15133,
Eastern Europe (UN),,2016,6.8205194,
Eastern Europe (UN),,2017,5.888278,
Eastern Europe (UN),,2018,5.155761,
Eastern Europe (UN),,2019,4.8146586,
Eastern Europe (UN),,2020,4.6059656,
Eastern Europe (UN),,2021,4.3120303,
Eastern Europe (UN),,2022,4.150349,
Eastern Europe (UN),,2023,3.9497898,
Ecuador,ECU,1990,8.516592,South America
Ecuador,ECU,1991,10.773304,South America
Ecuador,ECU,1992,8.5543375,South America
Ecuador,ECU,1993,8.30175,South America
Ecuador,ECU,1994,10.015655,South America
Ecuador,ECU,1995,11.838392,South America
Ecuador,ECU,1996,12.383847,South America
Ecuador,ECU,1997,10.942984,South America
Ecuador,ECU,1998,13.409254,South America
Ecuador,ECU,1999,13.487513,South America
Ecuador,ECU,2000,14.445349,South America
Ecuador,ECU,2001,12.842021,South America
Ecuador,ECU,2002,14.507014,South America
Ecuador,ECU,2007,15.863187,South America
Ecuador,ECU,2008,17.886543,South America
Ecuador,ECU,2009,17.705437,South America
Ecuador,ECU,2010,17.404345,South America
Ecuador,ECU,2011,15.28752,South America
Ecuador,ECU,2012,12.342512,South America
Ecuador,ECU,2013,10.912799,South America
Ecuador,ECU,2014,8.169565,South America
Ecuador,ECU,2015,6.4550934,South America
Ecuador,ECU,2016,5.810312,South America
Ecuador,ECU,2017,5.7877555,South America
Ecuador,ECU,2018,5.830067,South America
Ecuador,ECU,2019,6.8454356,South America
Ecuador,ECU,2020,7.8194175,South America
Ecuador,ECU,2021,14.115687,South America
Ecuador,ECU,2022,27.412636,South America
Ecuador,ECU,2023,45.722813,South America
Egypt,EGY,1990,0.4606431,Africa
Egypt,EGY,1991,0.47976813,Africa
Egypt,EGY,1992,0.44892165,Africa
Egypt,EGY,1993,0.38782066,Africa
Egypt,EGY,1994,0.35933402,Africa
Egypt,EGY,2003,0.6049821,Africa
Egypt,EGY,2004,0.4051464,Africa
Egypt,EGY,2005,0.6436418,Africa
Egypt,EGY,2006,0.66384196,Africa
Egypt,EGY,2007,0.8068705,Africa
Egypt,EGY,2008,1.1261892,Africa
Egypt,EGY,2009,1.0422662,Africa
Egypt,EGY,2010,2.06175,Africa
Egypt,EGY,2011,2.9672952,Africa
Egypt,EGY,2012,2.3690171,Africa
Egypt,EGY,2014,2.9632318,Africa
Egypt,EGY,2015,1.7179173,Africa
Egypt,EGY,2016,1.5072125,Africa
Egypt,EGY,2017,1.3115252,Africa
El Salvador,SLV,1994,134.28119,North America
El Salvador,SLV,1995,138.43839,North America
El Salvador,SLV,1996,116.99682,North America
El Salvador,SLV,1997,112.46321,North America
El Salvador,SLV,1998,94.95338,North America
El Salvador,SLV,1999,65.01631,North America
El Salvador,SLV,2000,59.747288,North America
El Salvador,SLV,2001,60.15355,North America
El Salvador,SLV,2002,47.35552,North America
El Salvador,SLV,2003,55.9464,North America
El Salvador,SLV,2004,64.899475,North America
El Salvador,SLV,2005,64.639915,North America
El Salvador,SLV,2006,65.424706,North America
El Salvador,SLV,2007,58.188057,North America
El Salvador,SLV,2008,52.725887,North America
El Salvador,SLV,2009,72.45036,North America
El Salvador,SLV,2010,65.70264,North America
El Salvador,SLV,2011,71.771904,North America
El Salvador,SLV,2012,42.42739,North America
El Salvador,SLV,2013,40.93608,North America
El Salvador,SLV,2014,63.622078,North America
El Salvador,SLV,2015,107.63823,North America
El Salvador,SLV,2016,85.0858,North America
El Salvador,SLV,2017,63.76404,North America
El Salvador,SLV,2018,53.795876,North America
El Salvador,SLV,2019,38.538696,North America
El Salvador,SLV,2020,21.508745,North America
El Salvador,SLV,2021,17.343956,North America
El Salvador,SLV,2022,7.897688,North America
England and Wales,,1991,1.2256633,
England and Wales,,1992,1.1420002,
England and Wales,,1993,1.1101114,
England and Wales,,1994,1.2383543,
England and Wales,,1995,1.2911537,
England and Wales,,1996,1.1398464,
England and Wales,,1997,1.1772772,
England and Wales,,1998,1.2374299,
England and Wales,,1999,1.2901121,
England and Wales,,2000,1.457609,
England and Wales,,2001,1.5106958,
England and Wales,,2002,1.7946037,
England and Wales,,2003,1.4679388,
England and Wales,,2004,1.463726,
England and Wales,,2005,1.32337,
England and Wales,,2006,1.3197196,
England and Wales,,2007,1.3422228,
England and Wales,,2008,1.1615244,
England and Wales,,2009,1.0717793,
England and Wales,,2010,1.1365999,
England and Wales,,2011,0.9346472,
England and Wales,,2012,0.9599101,
England and Wales,,2013,0.91311,
England and Wales,,2014,0.8779164,
England and Wales,,2015,0.92942244,
England and Wales,,2016,1.1801741,
England and Wales,,2017,1.1864921,
England and Wales,,2018,1.0843123,
England and Wales,,2019,1.1372844,
England and Wales,,2020,0.9326902,
England and Wales,,2021,1.1476983,
Eritrea,ERI,2012,15.607567,Africa
Estonia,EST,1990,7.514471,Europe
Estonia,EST,1991,7.601971,Europe
Estonia,EST,1992,14.088969,Europe
Estonia,EST,1993,18.745737,Europe
Estonia,EST,1994,20.46467,Europe
Estonia,EST,1995,16.933088,Europe
Estonia,EST,1996,14.91652,Europe
Estonia,EST,1997,12.522019,Europe
Estonia,EST,1998,13.8888645,Europe
Estonia,EST,1999,11.185702,Europe
Estonia,EST,2000,10.236242,Europe
Estonia,EST,2001,9.869098,Europe
Estonia,EST,2002,10.294069,Europe
Estonia,EST,2007,7.1604147,Europe
Estonia,EST,2008,6.4319553,Europe
Estonia,EST,2009,5.2452984,Europe
Estonia,EST,2010,5.257432,Europe
Estonia,EST,2011,4.8969474,Europe
Estonia,EST,2012,4.763287,Europe
Estonia,EST,2013,3.9456127,Europe
Estonia,EST,2014,3.1191707,Europe
Estonia,EST,2015,3.423157,Europe
Estonia,EST,2016,2.5078866,Europe
Estonia,EST,2017,2.2012646,Europe
Estonia,EST,2018,2.1180599,Europe
Estonia,EST,2019,1.9595703,Europe
Estonia,EST,2020,3.1586797,Europe
Estonia,EST,2021,1.9523191,Europe
Estonia,EST,2022,1.481381,Europe
Estonia,EST,2023,1.5359905,Europe
Eswatini,SWZ,1990,18.68348,Africa
Eswatini,SWZ,1991,18.718561,Africa
Eswatini,SWZ,1992,18.443613,Africa
Eswatini,SWZ,1993,17.913794,Africa
Eswatini,SWZ,1994,15.65054,Africa
Eswatini,SWZ,1998,16.181984,Africa
Eswatini,SWZ,1999,11.059565,Africa
Eswatini,SWZ,2000,12.290987,Africa
Eswatini,SWZ,2001,17.506062,Africa
Eswatini,SWZ,2002,12.648173,Africa
Eswatini,SWZ,2003,12.655854,Africa
Eswatini,SWZ,2004,13.6047,Africa
Eswatini,SWZ,2005,12.882042,Africa
Eswatini,SWZ,2006,11.711157,Africa
Eswatini,SWZ,2007,11.093742,Africa
Eswatini,SWZ,2008,19.761559,Africa
Eswatini,SWZ,2009,16.920727,Africa
Eswatini,SWZ,2010,18.710926,Africa
Eswatini,SWZ,2011,15.386907,Africa
Eswatini,SWZ,2012,9.253793,Africa
Eswatini,SWZ,2013,9.0266285,Africa
Eswatini,SWZ,2014,10.384591,Africa
Eswatini,SWZ,2015,9.800383,Africa
Eswatini,SWZ,2016,10.091278,Africa
Eswatini,SWZ,2017,11.224367,Africa
Eswatini,SWZ,2021,12.514571,Africa
Ethiopia,ETH,2012,8.510548,Africa
Europe (UN),UN_EUR,2000,7.7587333,
Europe (UN),UN_EUR,2001,8.055413,
Europe (UN),UN_EUR,2002,8.130597,
Europe (UN),UN_EUR,2003,7.6370587,
Europe (UN),UN_EUR,2004,7.1456146,
Europe (UN),UN_EUR,2005,6.496783,
Europe (UN),UN_EUR,2006,5.470304,
Europe (UN),UN_EUR,2007,4.92947,
Europe (UN),UN_EUR,2008,3.8475456,
Europe (UN),UN_EUR,2009,3.6574044,
Europe (UN),UN_EUR,2010,3.4763846,
Europe (UN),UN_EUR,2011,3.3947246,
Europe (UN),UN_EUR,2012,3.3750763,
Europe (UN),UN_EUR,2013,3.3315096,
Europe (UN),UN_EUR,2014,3.4121761,
Europe (UN),UN_EUR,2015,3.4473279,
Europe (UN),UN_EUR,2016,3.3250215,
Europe (UN),UN_EUR,2017,2.9252324,
Europe (UN),UN_EUR,2018,2.610636,
Europe (UN),UN_EUR,2019,2.446805,
Europe (UN),UN_EUR,2020,2.3573556,
Europe (UN),UN_EUR,2021,2.222028,
Europe (UN),UN_EUR,2022,2.1725714,
Europe (UN),UN_EUR,2023,2.096911,
Fiji,FJI,1990,4.138024,Oceania
Fiji,FJI,1991,2.1804488,Oceania
Fiji,FJI,1992,3.3106427,Oceania
Fiji,FJI,1993,1.8978478,Oceania
Fiji,FJI,1994,4.4037843,Oceania
Fiji,FJI,1995,3.00471,Oceania
Fiji,FJI,1996,1.6173389,Oceania
Fiji,FJI,1997,1.6007122,Oceania
Fiji,FJI,2003,2.8858829,Oceania
Fiji,FJI,2004,2.6304774,Oceania
Fiji,FJI,2005,2.6065898,Oceania
Fiji,FJI,2006,2.4708953,Oceania
Fiji,FJI,2007,2.3389676,Oceania
Fiji,FJI,2008,1.881782,Oceania
Fiji,FJI,2009,3.1965115,Oceania
Fiji,FJI,2010,2.1967907,Oceania
Fiji,FJI,2011,2.190608,Oceania
Fiji,FJI,2012,2.185987,Oceania
Fiji,FJI,2013,2.073438,Oceania
Fiji,FJI,2014,2.1796358,Oceania
Fiji,FJI,2020,2.950939,Oceania
Fiji,FJI,2021,1.7453701,Oceania
Fiji,FJI,2022,3.9155035,Oceania
Fiji,FJI,2023,2.0559533,Oceania
Finland,FIN,1990,3.0481844,Europe
Finland,FIN,1991,3.0714736,Europe
Finland,FIN,1992,3.0939195,Europe
Finland,FIN,1993,2.5658283,Europe
Finland,FIN,1994,2.8888905,Europe
Finland,FIN,1995,2.858305,Europe
Finland,FIN,1996,2.985531,Europe
Finland,FIN,1997,2.7043197,Europe
Finland,FIN,1998,2.1926641,Europe
Finland,FIN,1999,2.7683585,Europe
Finland,FIN,2000,2.8592396,Europe
Finland,FIN,2001,3.0069559,Europe
Finland,FIN,2002,2.5381951,Europe
Finland,FIN,2003,1.9758468,Europe
Finland,FIN,2004,2.8308303,Europe
Finland,FIN,2005,2.2683594,Europe
Finland,FIN,2006,2.2596738,Europe
Finland,FIN,2007,2.4391582,Europe
Finland,FIN,2008,2.5031161,Europe
Finland,FIN,2009,2.2476723,Europe
Finland,FIN,2010,2.2001173,Europe
Finland,FIN,2011,2.0414824,Europe
Finland,FIN,2012,1.6438949,Europe
Finland,FIN,2013,1.6363143,Europe
Finland,FIN,2014,1.6112247,Europe
Finland,FIN,2015,1.4964275,Europe
Finland,FIN,2016,1.3465638,Europe
Finland,FIN,2017,1.216325,Europe
Finland,FIN,2018,1.5954351,Europe
Finland,FIN,2019,1.4669238,Europe
Finland,FIN,2020,1.7541918,Europe
Finland,FIN,2021,1.2813398,Europe
Finland,FIN,2022,1.2389351,Europe
Finland,FIN,2023,0.98193496,Europe
France,FRA,1990,2.3776002,Europe
France,FRA,1991,2.365921,Europe
France,FRA,1992,2.331688,Europe
France,FRA,1993,2.62797,Europe
France,FRA,1994,2.4241436,Europe
France,FRA,1995,2.2958403,Europe
France,FRA,1996,2.005802,Europe
France,FRA,1997,1.644224,Europe
France,FRA,1998,1.6349428,Europe
France,FRA,1999,1.6129521,Europe
France,FRA,2000,1.7668701,Europe
France,FRA,2001,1.7477636,Europe
France,FRA,2002,1.8548832,Europe
France,FRA,2003,1.6249287,Europe
France,FRA,2004,1.6183016,Europe
France,FRA,2005,1.583772,Europe
France,FRA,2006,1.4166032,Europe
France,FRA,2007,1.5905193,Europe
France,FRA,2008,1.6263092,Europe
France,FRA,2009,1.2978069,Europe
France,FRA,2010,1.2551768,Europe
France,FRA,2011,1.3430868,Europe
France,FRA,2012,1.223882,Europe
France,FRA,2013,1.2067516,Europe
France,FRA,2014,1.2242533,Europe
France,FRA,2015,1.5589297,Europe
France,FRA,2016,1.1968622,Europe
France,FRA,2017,1.087543,Europe
France,FRA,2018,1.0622785,Europe
France,FRA,2019,1.1456051,Europe
France,FRA,2020,1.0499917,Europe
France,FRA,2021,1.1107152,Europe
France,FRA,2022,1.2387328,Europe
France,FRA,2023,1.3350629,Europe
France,FRA,2024,1.3478885,Europe
French Guiana,GUF,2004,29.951174,South America
French Guiana,GUF,2005,22.22804,South America
French Guiana,GUF,2006,19.90795,South America
French Guiana,GUF,2007,12.778998,South America
French Guiana,GUF,2008,14.153217,South America
French Guiana,GUF,2009,13.003675,South America
French Guiana,GUF,2018,12.800369,South America
French Guiana,GUF,2019,13.230372,South America
