Entity,Code,Year,Gini coefficient,World region according to OWID
Sierra Leone,SLE,2018,0.35690176486968994,Africa
Slovakia,SVK,1992,0.2018657773733139,Europe
Slovakia,SVK,1996,0.26275503635406494,Europe
Slovakia,SVK,2004,0.27076780796051025,Europe
Slovakia,SVK,2005,0.2929649353027344,Europe
Slovakia,SVK,2006,0.25797039270401,Europe
Slovakia,SVK,2007,0.24664714932441711,Europe
Slovakia,SVK,2008,0.26024991273880005,Europe
Slovakia,SVK,2009,0.272309809923172,Europe
Slovakia,SVK,2010,0.2731572091579437,Europe
Slovakia,SVK,2011,0.2653827965259552,Europe
Slovakia,SVK,2012,0.2611581087112427,Europe
Slovakia,SVK,2013,0.2808615267276764,Europe
Slovakia,SVK,2014,0.26103442907333374,Europe
Slovakia,SVK,2015,0.26491236686706543,Europe
Slovakia,SVK,2016,0.25154969096183777,Europe
Slovakia,SVK,2017,0.2323736548423767,Europe
Slovakia,SVK,2018,0.24970018863677979,Europe
Slovakia,SVK,2019,0.23232324421405792,Europe
Slovakia,SVK,2020,0.2421942502260208,Europe
Slovakia,SVK,2021,0.2411022037267685,Europe
Slovakia,SVK,2022,0.2407892644405365,Europe
Slovakia,SVK,2023,0.23817715048789978,Europe
Slovenia,SVN,1987,0.2359836995601654,Europe
Slovenia,SVN,1993,0.29117780923843384,Europe
Slovenia,SVN,1997,0.24121500551700592,Europe
Slovenia,SVN,1999,0.2404288649559021,Europe
Slovenia,SVN,2004,0.24790732562541962,Europe
Slovenia,SVN,2005,0.24634741246700287,Europe
Slovenia,SVN,2006,0.243639275431633,Europe
Slovenia,SVN,2007,0.24354752898216248,Europe
Slovenia,SVN,2008,0.2371801882982254,Europe
Slovenia,SVN,2009,0.2478773593902588,Europe
Slovenia,SVN,2010,0.24933259189128876,Europe
Slovenia,SVN,2011,0.24868033826351166,Europe
Slovenia,SVN,2012,0.2558550238609314,Europe
Slovenia,SVN,2013,0.26241105794906616,Europe
Slovenia,SVN,2014,0.256575345993042,Europe
Slovenia,SVN,2015,0.25408464670181274,Europe
Slovenia,SVN,2016,0.24757936596870422,Europe
Slovenia,SVN,2017,0.2421930730342865,Europe
Slovenia,SVN,2018,0.24633364379405975,Europe
Slovenia,SVN,2019,0.24384231865406036,Europe
Slovenia,SVN,2020,0.2403152883052826,Europe
Slovenia,SVN,2021,0.2428227961063385,Europe
Slovenia,SVN,2022,0.24305064976215363,Europe
Slovenia,SVN,2023,0.24681958556175232,Europe
Solomon Islands,SLB,2005,0.46087634563446045,Oceania
Solomon Islands,SLB,2012,0.3705492615699768,Oceania
South Africa,ZAF,1993,0.5933393836021423,Africa
South Africa,ZAF,2000,0.5776966214179993,Africa
South Africa,ZAF,2005,0.64761883020401,Africa
South Africa,ZAF,2008,0.6300899982452393,Africa
South Africa,ZAF,2010,0.6338256001472473,Africa
South Africa,ZAF,2014,0.6302571892738342,Africa
South Korea,KOR,2006,0.31702983379364014,Asia
South Korea,KOR,2008,0.32324832677841187,Asia
South Korea,KOR,2010,0.3202122449874878,Asia
South Korea,KOR,2012,0.3155805170536041,Asia
South Korea,KOR,2014,0.31192904710769653,Asia
South Korea,KOR,2016,0.3522220551967621,Asia
South Korea,KOR,2017,0.34854641556739807,Asia
South Korea,KOR,2018,0.33725032210350037,Asia
South Korea,KOR,2019,0.33196163177490234,Asia
South Korea,KOR,2020,0.32708606123924255,Asia
South Korea,KOR,2021,0.32906574010849,Asia
South Sudan,SSD,2009,0.46315738558769226,Africa
South Sudan,SSD,2016,0.44047811627388,Africa
Spain,ESP,1980,0.34483546018600464,Europe
Spain,ESP,1985,0.3443167507648468,Europe
Spain,ESP,1990,0.3202321529388428,Europe
Spain,ESP,1993,0.35658490657806396,Europe
Spain,ESP,1994,0.35103723406791687,Europe
Spain,ESP,1995,0.3572663366794586,Europe
Spain,ESP,1996,0.3646458089351654,Europe
Spain,ESP,1997,0.35324418544769287,Europe
Spain,ESP,1998,0.345800518989563,Europe
Spain,ESP,1999,0.3379192650318146,Europe
Spain,ESP,2000,0.34128910303115845,Europe
Spain,ESP,2003,0.3180093765258789,Europe
Spain,ESP,2004,0.3330196142196655,Europe
Spain,ESP,2005,0.3243177533149719,Europe
Spain,ESP,2006,0.33541154861450195,Europe
Spain,ESP,2007,0.34137409925460815,Europe
Spain,ESP,2008,0.3422040045261383,Europe
Spain,ESP,2009,0.34924083948135376,Europe
Spain,ESP,2010,0.3524448275566101,Europe
Spain,ESP,2011,0.35693973302841187,Europe
Spain,ESP,2012,0.3540365993976593,Europe
Spain,ESP,2013,0.36181896924972534,Europe
Spain,ESP,2014,0.3605230748653412,Europe
Spain,ESP,2015,0.36178335547447205,Europe
Spain,ESP,2016,0.35757091641426086,Europe
Spain,ESP,2017,0.3465125560760498,Europe
Spain,ESP,2018,0.34716325998306274,Europe
Spain,ESP,2019,0.34303712844848633,Europe
Spain,ESP,2020,0.3486364185810089,Europe
Spain,ESP,2021,0.33885911107063293,Europe
Spain,ESP,2022,0.33579421043395996,Europe
Spain,ESP,2023,0.3340793550014496,Europe
Sri Lanka,LKA,1985,0.32467854022979736,Asia
Sri Lanka,LKA,1990,0.3244743347167969,Asia
Sri Lanka,LKA,1995,0.3539953827857971,Asia
Sri Lanka,LKA,2002,0.4017190635204315,Asia
Sri Lanka,LKA,2006,0.3966901898384094,Asia
Sri Lanka,LKA,2009,0.36054152250289917,Asia
Sri Lanka,LKA,2012,0.3871360719203949,Asia
Sri Lanka,LKA,2016,0.3934577405452728,Asia
Sri Lanka,LKA,2019,0.3766377568244934,Asia
Sudan,SDN,2009,0.35395336151123047,Africa
Sudan,SDN,2014,0.34242942929267883,Africa
Suriname,SUR,2022,0.3917989730834961,South America
Suriname (urban),,1999,0.5753989219665527,
Sweden,SWE,1975,0.24283644556999207,Europe
Sweden,SWE,1981,0.22923573851585388,Europe
Sweden,SWE,1987,0.2305762767791748,Europe
Sweden,SWE,1992,0.24908733367919922,Europe
Sweden,SWE,1995,0.2523650527000427,Europe
Sweden,SWE,2000,0.26960060000419617,Europe
Sweden,SWE,2001,0.26545360684394836,Europe
Sweden,SWE,2002,0.2621690630912781,Europe
Sweden,SWE,2003,0.25268518924713135,Europe
Sweden,SWE,2004,0.26140111684799194,Europe
Sweden,SWE,2005,0.26821017265319824,Europe
Sweden,SWE,2006,0.2635122835636139,Europe
Sweden,SWE,2007,0.27114138007164,Europe
Sweden,SWE,2008,0.2811915874481201,Europe
Sweden,SWE,2009,0.27339842915534973,Europe
Sweden,SWE,2010,0.2773614823818207,Europe
Sweden,SWE,2011,0.2760522961616516,Europe
Sweden,SWE,2012,0.2764386534690857,Europe
Sweden,SWE,2013,0.28822746872901917,Europe
Sweden,SWE,2014,0.2838863730430603,Europe
Sweden,SWE,2015,0.2920967936515808,Europe
Sweden,SWE,2016,0.2956119775772095,Europe
Sweden,SWE,2017,0.2877413332462311,Europe
Sweden,SWE,2018,0.2997155487537384,Europe
Sweden,SWE,2019,0.29304632544517517,Europe
Sweden,SWE,2020,0.2887060344219208,Europe
Sweden,SWE,2021,0.2976534366607666,Europe
Sweden,SWE,2022,0.3160836100578308,Europe
Sweden,SWE,2023,0.29278329014778137,Europe
Switzerland,CHE,1982,0.36005234718322754,Europe
Switzerland,CHE,1992,0.3385482132434845,Europe
Switzerland,CHE,2000,0.3343105614185333,Europe
Switzerland,CHE,2002,0.31686732172966003,Europe
Switzerland,CHE,2004,0.31564512848854065,Europe
Switzerland,CHE,2006,0.3391880691051483,Europe
Switzerland,CHE,2007,0.34255534410476685,Europe
Switzerland,CHE,2008,0.3379470109939575,Europe
Switzerland,CHE,2009,0.3285585641860962,Europe
Switzerland,CHE,2010,0.3255302906036377,Europe
Switzerland,CHE,2011,0.3171361982822418,Europe
Switzerland,CHE,2012,0.31567126512527466,Europe
Switzerland,CHE,2013,0.32462188601493835,Europe
Switzerland,CHE,2014,0.3252565860748291,Europe
Switzerland,CHE,2015,0.32306957244873047,Europe
Switzerland,CHE,2016,0.3304245173931122,Europe
Switzerland,CHE,2017,0.3267633318901062,Europe
Switzerland,CHE,2018,0.33141040802001953,Europe
Switzerland,CHE,2019,0.33998340368270874,Europe
Switzerland,CHE,2020,0.3373792767524719,Europe
Switzerland,CHE,2021,0.33824312686920166,Europe
Switzerland,CHE,2022,0.33795177936553955,Europe
Syria,SYR,1996,0.3516938090324402,Asia
Syria,SYR,2003,0.3751460313796997,Asia
Syria,SYR,2006,0.4014725089073181,Asia
Syria,SYR,2009,0.40394777059555054,Asia
Syria,SYR,2022,0.26628074049949646,Asia
Taiwan,TWN,1981,0.29969483613967896,Asia
Taiwan,TWN,1986,0.29707956314086914,Asia
Taiwan,TWN,1991,0.2996780276298523,Asia
Taiwan,TWN,1995,0.3132382929325104,Asia
Taiwan,TWN,1997,0.30822107195854187,Asia
Taiwan,TWN,2000,0.31111475825309753,Asia
Taiwan,TWN,2005,0.32179585099220276,Asia
Taiwan,TWN,2007,0.3212456703186035,Asia
Taiwan,TWN,2010,0.3321332633495331,Asia
Taiwan,TWN,2013,0.3248738646507263,Asia
Taiwan,TWN,2016,0.3144863545894623,Asia
Taiwan,TWN,2017,0.31754693388938904,Asia
Taiwan,TWN,2018,0.3163367509841919,Asia
Taiwan,TWN,2019,0.3119192123413086,Asia
Taiwan,TWN,2020,0.31231021881103516,Asia
Taiwan,TWN,2021,0.31566375494003296,Asia
Tajikistan,TJK,1999,0.2953243553638458,Asia
Tajikistan,TJK,2003,0.327194482088089,Asia
Tajikistan,TJK,2004,0.33601948618888855,Asia
Tajikistan,TJK,2007,0.32180318236351013,Asia
Tajikistan,TJK,2009,0.30774953961372375,Asia
Tajikistan,TJK,2015,0.3399553596973419,Asia
Tajikistan,TJK,2021,0.323790967464447,Asia
Tajikistan,TJK,2022,0.39492398500442505,Asia
Tajikistan,TJK,2023,0.38034558296203613,Asia
Tajikistan,TJK,2024,0.36108002066612244,Asia
Tanzania,TZA,1991,0.35280752182006836,Africa
Tanzania,TZA,2000,0.372819721698761,Africa
Tanzania,TZA,2007,0.4027777910232544,Africa
Tanzania,TZA,2011,0.37783148884773254,Africa
Tanzania,TZA,2018,0.4049122929573059,Africa
Thailand,THA,1981,0.45216819643974304,Asia
Thailand,THA,1988,0.438385933637619,Asia
Thailand,THA,1990,0.45265647768974304,Asia
Thailand,THA,1992,0.478579580783844,Asia
Thailand,THA,1994,0.4347021281719208,Asia
Thailand,THA,1996,0.42904922366142273,Asia
Thailand,THA,1998,0.41455793380737305,Asia
Thailand,THA,1999,0.43091586232185364,Asia
Thailand,THA,2000,0.4283366799354553,Asia
Thailand,THA,2002,0.4194449484348297,Asia
Thailand,THA,2004,0.4254031181335449,Asia
Thailand,THA,2006,0.4181903302669525,Asia
Thailand,THA,2007,0.3976151645183563,Asia
Thailand,THA,2008,0.40288272500038147,Asia
Thailand,THA,2009,0.39601263403892517,Asia
Thailand,THA,2010,0.3940277099609375,Asia
Thailand,THA,2011,0.37459033727645874,Asia
Thailand,THA,2012,0.3925666809082031,Asia
Thailand,THA,2013,0.3784710764884949,Asia
Thailand,THA,2014,0.3703266382217407,Asia
Thailand,THA,2015,0.35987332463264465,Asia
Thailand,THA,2016,0.3669142425060272,Asia
Thailand,THA,2017,0.36382803320884705,Asia
Thailand,THA,2018,0.3641217350959778,Asia
Thailand,THA,2019,0.3485572338104248,Asia
Thailand,THA,2020,0.3498581647872925,Asia
Thailand,THA,2021,0.34923872351646423,Asia
Thailand,THA,2022,0.34297075867652893,Asia
Thailand,THA,2023,0.33494889736175537,Asia
Togo,TGO,2006,0.4221227467060089,Africa
Togo,TGO,2011,0.4601500630378723,Africa
Togo,TGO,2015,0.43028905987739563,Africa
Togo,TGO,2018,0.4253423810005188,Africa
Togo,TGO,2021,0.3785800635814667,Africa
Tonga,TON,2000,0.3769017457962036,Oceania
Tonga,TON,2009,0.3749648928642273,Oceania
Tonga,TON,2015,0.3352130353450775,Oceania
Tonga,TON,2021,0.2709576487541199,Oceania
Trinidad and Tobago,TTO,1988,0.42601311206817627,North America
Trinidad and Tobago,TTO,1992,0.4018545150756836,North America
Tunisia,TUN,1985,0.4343375861644745,Africa
Tunisia,TUN,1990,0.40102237462997437,Africa
Tunisia,TUN,1995,0.4165729582309723,Africa
Tunisia,TUN,2000,0.40809476375579834,Africa
Tunisia,TUN,2005,0.3773338198661804,Africa
Tunisia,TUN,2010,0.3846648633480072,Africa
Tunisia,TUN,2015,0.32815882563591003,Africa
Tunisia,TUN,2021,0.3371642529964447,Africa
Turkey,TUR,1987,0.4103412926197052,Asia
Turkey,TUR,1994,0.4131520092487335,Asia
Turkey,TUR,2002,0.41396376490592957,Asia
Turkey,TUR,2003,0.42184337973594666,Asia
Turkey,TUR,2004,0.41287508606910706,Asia
Turkey,TUR,2005,0.42614656686782837,Asia
Turkey,TUR,2006,0.39647412300109863,Asia
Turkey,TUR,2007,0.3844279944896698,Asia
Turkey,TUR,2008,0.39020541310310364,Asia
Turkey,TUR,2009,0.3896530866622925,Asia
Turkey,TUR,2010,0.3878507912158966,Asia
Turkey,TUR,2011,0.400393545627594,Asia
Turkey,TUR,2012,0.4016893804073334,Asia
Turkey,TUR,2013,0.4017849862575531,Asia
Turkey,TUR,2014,0.4123656153678894,Asia
Turkey,TUR,2015,0.4285445809364319,Asia
Turkey,TUR,2016,0.4187370538711548,Asia
Turkey,TUR,2017,0.4353172481060028,Asia
Turkey,TUR,2018,0.4244142472743988,Asia
Turkey,TUR,2019,0.4383380115032196,Asia
Turkey,TUR,2020,0.43045011162757874,Asia
Turkey,TUR,2021,0.4436482787132263,Asia
Turkey,TUR,2022,0.4446767568588257,Asia
Turkmenistan,TKM,1998,0.40806928277015686,Asia
Tuvalu,TUV,2010,0.391390323638916,Oceania
Uganda,UGA,1989,0.44362717866897583,Africa
Uganda,UGA,1992,0.41420978307724,Africa
Uganda,UGA,1996,0.39042341709136963,Africa
Uganda,UGA,1999,0.4299197196960449,Africa
Uganda,UGA,2002,0.45167553424835205,Africa
Uganda,UGA,2005,0.42944133281707764,Africa
Uganda,UGA,2009,0.44189682602882385,Africa
Uganda,UGA,2012,0.41009339690208435,Africa
Uganda,UGA,2016,0.4275335967540741,Africa
Uganda,UGA,2019,0.4270217716693878,Africa
Ukraine,UKR,1992,0.2970883250236511,Europe
Ukraine,UKR,1993,0.2892698347568512,Europe
Ukraine,UKR,1995,0.39231017231941223,Europe
Ukraine,UKR,1996,0.35153478384017944,Europe
Ukraine,UKR,2002,0.29045695066452026,Europe
Ukraine,UKR,2003,0.2866489291191101,Europe
Ukraine,UKR,2004,0.28934016823768616,Europe
Ukraine,UKR,2005,0.2902071475982666,Europe
Ukraine,UKR,2006,0.29794391989707947,Europe
Ukraine,UKR,2007,0.2701268792152405,Europe
Ukraine,UKR,2008,0.2663823068141937,Europe
Ukraine,UKR,2009,0.25316664576530457,Europe
Ukraine,UKR,2010,0.2481897622346878,Europe
Ukraine,UKR,2011,0.24551843106746674,Europe
Ukraine,UKR,2012,0.24740657210350037,Europe
Ukraine,UKR,2013,0.24554985761642456,Europe
Ukraine,UKR,2014,0.24025365710258484,Europe
Ukraine,UKR,2015,0.2545754015445709,Europe
Ukraine,UKR,2016,0.2500220239162445,Europe
Ukraine,UKR,2017,0.2604904770851135,Europe
Ukraine,UKR,2018,0.2607148587703705,Europe
Ukraine,UKR,2019,0.2661946713924408,Europe
Ukraine,UKR,2020,0.25627362728118896,Europe
United Arab Emirates,ARE,2013,0.3251042068004608,Asia
United Arab Emirates,ARE,2018,0.26399004459381104,Asia
United Kingdom,GBR,1968,0.2684166133403778,Europe
United Kingdom,GBR,1969,0.27904897928237915,Europe
United Kingdom,GBR,1970,0.27964502573013306,Europe
United Kingdom,GBR,1971,0.2929356098175049,Europe
United Kingdom,GBR,1972,0.2877628207206726,Europe
United Kingdom,GBR,1973,0.28810378909111023,Europe
United Kingdom,GBR,1974,0.28957152366638184,Europe
United Kingdom,GBR,1975,0.2788085639476776,Europe
United Kingdom,GBR,1976,0.27589645981788635,Europe
United Kingdom,GBR,1977,0.2714187800884247,Europe
United Kingdom,GBR,1978,0.2723537087440491,Europe
United Kingdom,GBR,1979,0.2743262052536011,Europe
United Kingdom,GBR,1980,0.2847789227962494,Europe
United Kingdom,GBR,1981,0.29687049984931946,Europe
United Kingdom,GBR,1982,0.29903000593185425,Europe
United Kingdom,GBR,1983,0.2978668510913849,Europe
United Kingdom,GBR,1984,0.2916620373725891,Europe
United Kingdom,GBR,1985,0.30419373512268066,Europe
United Kingdom,GBR,1986,0.3191918432712555,Europe
United Kingdom,GBR,1987,0.3385342061519623,Europe
United Kingdom,GBR,1988,0.34272873401641846,Europe
United Kingdom,GBR,1989,0.3335420489311218,Europe
United Kingdom,GBR,1990,0.3574196994304657,Europe
United Kingdom,GBR,1991,0.34962818026542664,Europe
United Kingdom,GBR,1992,0.34955471754074097,Europe
United Kingdom,GBR,1993,0.3507595956325531,Europe
United Kingdom,GBR,1994,0.3597892224788666,Europe
United Kingdom,GBR,1995,0.35516640543937683,Europe
United Kingdom,GBR,1996,0.35295239090919495,Europe
United Kingdom,GBR,1997,0.3573516309261322,Europe
United Kingdom,GBR,1998,0.36621472239494324,Europe
United Kingdom,GBR,1999,0.3678377866744995,Europe
United Kingdom,GBR,2000,0.38848641514778137,Europe
United Kingdom,GBR,2001,0.3708621561527252,Europe
United Kingdom,GBR,2002,0.3514639437198639,Europe
United Kingdom,GBR,2003,0.348560631275177,Europe
United Kingdom,GBR,2004,0.34834158420562744,Europe
United Kingdom,GBR,2005,0.35485032200813293,Europe
United Kingdom,GBR,2006,0.35879987478256226,Europe
United Kingdom,GBR,2007,0.3441314697265625,Europe
United Kingdom,GBR,2008,0.3544512391090393,Europe
United Kingdom,GBR,2009,0.3513736426830292,Europe
United Kingdom,GBR,2010,0.3370560109615326,Europe
United Kingdom,GBR,2011,0.3319108486175537,Europe
United Kingdom,GBR,2012,0.3309064507484436,Europe
United Kingdom,GBR,2013,0.3269956707954407,Europe
United Kingdom,GBR,2014,0.33140939474105835,Europe
United Kingdom,GBR,2015,0.33311963081359863,Europe
United Kingdom,GBR,2016,0.33109328150749207,Europe
United Kingdom,GBR,2017,0.326082319021225,Europe
United Kingdom,GBR,2018,0.3368980288505554,Europe
United Kingdom,GBR,2019,0.32824185490608215,Europe
United Kingdom,GBR,2020,0.3264457583427429,Europe
United Kingdom,GBR,2021,0.3241463303565979,Europe
United States,USA,1963,0.36726266145706177,North America
United States,USA,1964,0.3737402558326721,North America
United States,USA,1965,0.3682522475719452,North America
United States,USA,1966,0.37096458673477173,North America
United States,USA,1967,0.3688630163669586,North America
United States,USA,1968,0.3632606565952301,North America
United States,USA,1969,0.3601449131965637,North America
United States,USA,1970,0.36592158675193787,North America
United States,USA,1971,0.3691738247871399,North America
United States,USA,1972,0.3666130006313324,North America
United States,USA,1973,0.3611275255680084,North America
United States,USA,1974,0.35476547479629517,North America
United States,USA,1975,0.3564838767051697,North America
United States,USA,1976,0.35560521483421326,North America
United States,USA,1977,0.3550432324409485,North America
United States,USA,1978,0.34790006279945374,North America
United States,USA,1979,0.34758874773979187,North America
United States,USA,1980,0.3471689820289612,North America
United States,USA,1981,0.35487520694732666,North America
United States,USA,1982,0.3666040897369385,North America
United States,USA,1983,0.3729199767112732,North America
United States,USA,1984,0.37344321608543396,North America
United States,USA,1985,0.37640655040740967,North America
United States,USA,1986,0.3755633234977722,North America
United States,USA,1987,0.37196099758148193,North America
United States,USA,1988,0.3770507276058197,North America
United States,USA,1989,0.3823794722557068,North America
United States,USA,1990,0.38262486457824707,North America
United States,USA,1991,0.3804483711719513,North America
United States,USA,1992,0.38372793793678284,North America
United States,USA,1993,0.4036308825016022,North America
United States,USA,1994,0.39985379576683044,North America
United States,USA,1995,0.39853596687316895,North America
United States,USA,1996,0.4030831456184387,North America
United States,USA,1997,0.4052412211894989,North America
United States,USA,1998,0.3995175063610077,North America
United States,USA,1999,0.39984390139579773,North America
United States,USA,2000,0.4013887047767639,North America
United States,USA,2001,0.40594273805618286,North America
United States,USA,2002,0.40352022647857666,North America
United States,USA,2003,0.40770038962364197,North America
United States,USA,2004,0.40545549988746643,North America
United States,USA,2005,0.4126027822494507,North America
United States,USA,2006,0.41693398356437683,North America
United States,USA,2007,0.41088762879371643,North America
United States,USA,2008,0.41092273592948914,North America
United States,USA,2009,0.40849944949150085,North America
United States,USA,2010,0.40241357684135437,North America
United States,USA,2011,0.411632776260376,North America
United States,USA,2012,0.4115574359893799,North America
United States,USA,2013,0.40871450304985046,North America
United States,USA,2014,0.41737040877342224,North America
United States,USA,2015,0.4145592749118805,North America
United States,USA,2016,0.41330069303512573,North America
United States,USA,2017,0.41385841369628906,North America
United States,USA,2018,0.41782599687576294,North America
United States,USA,2019,0.41901838779449463,North America
United States,USA,2020,0.4000106155872345,North America
United States,USA,2021,0.39696449041366577,North America
United States,USA,2022,0.4169909954071045,North America
United States,USA,2023,0.41818878054618835,North America
Uruguay,URY,2006,0.4594137966632843,South America
Uruguay,URY,2007,0.4640476703643799,South America
Uruguay,URY,2008,0.4508153200149536,South America
Uruguay,URY,2009,0.45541518926620483,South America
Uruguay,URY,2010,0.4447481036186218,South America
Uruguay,URY,2011,0.421751469373703,South America
Uruguay,URY,2012,0.39900434017181396,South America
Uruguay,URY,2013,0.40450793504714966,South America
Uruguay,URY,2014,0.4011094272136688,South America
Uruguay,URY,2015,0.4012860059738159,South America
Uruguay,URY,2016,0.3969535529613495,South America
Uruguay,URY,2017,0.3946439027786255,South America
Uruguay,URY,2018,0.3968712091445923,South America
Uruguay,URY,2019,0.3967631459236145,South America
Uruguay,URY,2020,0.40155625343322754,South America
Uruguay,URY,2021,0.4077686071395874,South America
Uruguay,URY,2022,0.40551695227622986,South America
Uruguay,URY,2023,0.4086753726005554,South America
Uruguay,URY,2024,0.39984145760536194,South America
Uruguay (urban),,1981,0.43645426630973816,
Uruguay (urban),,1989,0.4236907362937927,
Uruguay (urban),,1992,0.4146803617477417,
Uruguay (urban),,1995,0.40926340222358704,
Uruguay (urban),,1996,0.40751221776008606,
Uruguay (urban),,1997,0.41456711292266846,
Uruguay (urban),,1998,0.4248224198818207,
Uruguay (urban),,2000,0.4336661696434021,
Uruguay (urban),,2001,0.4500766694545746,
Uruguay (urban),,2002,0.4554421007633209,
Uruguay (urban),,2003,0.45033693313598633,
Uruguay (urban),,2004,0.458809494972229,
Uruguay (urban),,2005,0.44727566838264465,
Uzbekistan,UZB,2021,0.3289114236831665,Asia
Uzbekistan,UZB,2022,0.3118482828140259,Asia
Uzbekistan,UZB,2023,0.345387727022171,Asia
Uzbekistan,UZB,2024,0.3456336557865143,Asia
Vanuatu,VUT,2010,0.37351298332214355,Oceania
Vanuatu,VUT,2019,0.3231757581233978,Oceania
Venezuela,VEN,1981,0.5560985207557678,South America
Venezuela,VEN,1987,0.5344796776771545,South America
Venezuela,VEN,1989,0.4377549886703491,South America
Venezuela,VEN,1992,0.42061281204223633,South America
Venezuela,VEN,1995,0.4716661274433136,South America
Venezuela,VEN,1998,0.4799874424934387,South America
Venezuela,VEN,1999,0.47698405385017395,South America
Venezuela,VEN,2001,0.47170475125312805,South America
Venezuela,VEN,2002,0.4887784719467163,South America
Venezuela,VEN,2003,0.47906187176704407,South America
Venezuela,VEN,2004,0.4731648564338684,South America
Venezuela,VEN,2005,0.4931652247905731,South America
Venezuela,VEN,2006,0.4469836354255676,South America
Vietnam,VNM,1992,0.3565419316291809,Asia
Vietnam,VNM,1997,0.35442206263542175,Asia
Vietnam,VNM,2002,0.3702962398529053,Asia
Vietnam,VNM,2004,0.36785832047462463,Asia
Vietnam,VNM,2006,0.3578861653804779,Asia
Vietnam,VNM,2008,0.35570311546325684,Asia
Vietnam,VNM,2010,0.3925272524356842,Asia
Vietnam,VNM,2012,0.3564588725566864,Asia
Vietnam,VNM,2014,0.3475537598133087,Asia
Vietnam,VNM,2016,0.3526673913002014,Asia
Vietnam,VNM,2018,0.3571554720401764,Asia
Vietnam,VNM,2020,0.36790165305137634,Asia
Vietnam,VNM,2022,0.36093005537986755,Asia
Yemen,YEM,1998,0.34997785091400146,Asia
Yemen,YEM,2005,0.34732335805892944,Asia
Yemen,YEM,2014,0.3670709431171417,Asia
Zambia,ZMB,1991,0.5942023396492004,Africa
Zambia,ZMB,1993,0.525538444519043,Africa
Zambia,ZMB,1996,0.4832855761051178,Africa
Zambia,ZMB,1998,0.4912264049053192,Africa
Zambia,ZMB,2002,0.4205872714519501,Africa
Zambia,ZMB,2004,0.5426552295684814,Africa
Zambia,ZMB,2006,0.5457133650779724,Africa
Zambia,ZMB,2010,0.5201219916343689,Africa
Zambia,ZMB,2015,0.5584074854850769,Africa
Zambia,ZMB,2022,0.5148494839668274,Africa
Zimbabwe,ZWE,2011,0.4315357506275177,Africa
Zimbabwe,ZWE,2017,0.4433708190917969,Africa
Zimbabwe,ZWE,2019,0.5025644898414612,Africa
